confirmationNo,Latitude,Longitude,formattedAddress,Original FSA,New FSA
1349943,49.8847646,-97.2804081,"700 Setter Street #1209, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1350598,49.882263,-97.277446,"Grace Hospital, Booth Drive, Winnipeg, MB R3H 1G4, Canada",R3H,R3J
1351532,37.7817166,-82.3373685,"78 U.S. 52 West, Steinbach, MB R0A 2A0, Canada",R0A,
1351586,49.9577433,-97.1406371,"957 Beecher Avenue, Winnipeg, MB R2V 4R6, Canada",R2V,R2P
1351672,49.9364483,-96.9337095,"63068 Deacon Road, Dugald, MB R0E 0K0, Canada",R0E,R2C
1351713,49.8195079,-99.9735736,"1906 26th Street, Brandon, MB R7B 3Y2, Canada",R7B,R7A
1351822,49.931019,-98.2431824,"33046 Manitoba 331, Southport, MB R3G 2C5, Canada",R3G,R1N
1352055,49.8719959,-97.1505199,"665 Corydon Avenue, Winnipeg, MB R3C 2E6, Canada",R3C,R3L
1352343,49.720713,-97.1751929,"4403 Waverley Road, Richot, MB R2H 3H4, Canada",R2H,R5A
1352358,49.9111615,-97.1142701,"137 Stanier Street, Winnipeg, MB R2X 0A2, Canada",R2X,R2L
1352373,49.9018075,-97.0147661,"439 Harold Avenue West, Winnipeg, MB R2R 4T3, Canada",R2R,R2C
1352513,49.8624188,-97.1575981,"910 Scotland Avenue, Winnipeg, MB R3C 0G8, Canada",R3C,R3M
1352685,49.9119797,-97.183731,"1887 Pacific Avenue, Winnipeg, MB R2R 0G2, Canada",R2R,R3E
1352733,49.9364774,-97.118393,"1750 Main Street Unit 105, Winnipeg, MB R2W 5J8, Canada",R2W,R2V
1353091,49.8896199,-97.3035504,"305 Morgan Crescent, Winnipeg, MB R2L 1M1, Canada",R2L,R2Y
1353195,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1353196,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1353361,50.1818709,-96.8465264,"1147 Breezy Point Road, Clandeboye, MB R0C 0P0, Canada",R0C,R1A
1353603,49.880265,-97.271524,"200 Ronald Street, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1354032,49.8785925,-97.2726993,"2727 Portage Avenue, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1354237,50.0714978,-96.8779848,"72120 Parkside Drive, East Selkirk, MB R0E 0M0, Canada",R0E,R1A
1354259,49.943816,-97.1043039,"2015 Main Street, Winnipeg, MB R2V 2B9, Canada",R2V,R2G
1354418,49.8804875,-97.2034002,"1661 Portage Avenue 2 Floor, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1354532,49.9133177,-97.0815825,"745 Moncton Avenue, Winnipeg, MB R2V 4Y2, Canada",R2V,R2K
1354548,49.8437486,-99.9514807,"Ne1/4 10-1-18, Brandon, MB R0L 0Y0, Canada",R0L,R7A
1354927,49.8748568,-97.1774678,"920 Wellington Crescent, Winnipeg, MB R3M 0C7, Canada",R3M,R3N
1355092,49.8827969,-97.1165365,"261 Goulet Street B135, Winnipeg, MB R3E 0W8, Canada",R3E,R2H
1355104,49.8746729,-97.2578298,"2510 Portage Avenue #217, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1355212,49.8847196,-97.1412015,"15 Carlton Street #509, Winnipeg, MB R3E 0W8, Canada",R3E,R3C
1355257,49.8784531,-97.1817008,"1075 Wellington Crescent, Winnipeg, MB R3C 0N2, Canada",R3C,R3N
1355261,49.9450161,-97.1109416,"2021 Main Street, Winnipeg, MB R2V 2B9, Canada",R2V,R2G
1355262,49.920147,-96.9794492,"1300 Church Ave, Sunnyside, MB R5R 0C5, Canada",R5R,R2C
1355725,49.896285,-97.1202047,"744 Langevin Street, Winnipeg, MB R0A 0Y0, Canada",R0A,R2H
1355765,49.8093942,-97.1344793,"University Centre, Chancellors Circle Bathroom 1110C, Winnipeg, MB R3E 2S4, Canada",R3E,R3T
1355907,49.8870438,-97.1438645,"373 Broadway, Winnipeg, MB R2C 3L6, Canada",R2C,R3C
1356014,49.8847646,-97.2804081,"700 Setter Street G2, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1356244,49.9317813,-97.0762864,"632 Oakland Avenue, Winnipeg, MB R2G 0B8, Canada",R2G,R2K
1356357,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1356374,49.8847646,-97.2804081,"700 Setter Street G2, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1356380,49.8847646,-97.2804081,"700 Setter Street #210, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1356809,50.2625413,-96.9841797,"#110, Craig, MB R2X 1G4, Canada",R2X,R0C
1356824,53.183982,-99.2675215,"Hydro: Grand Rapid Fish Hatchery, Grand Rapids, MB R5R 0C1, Canada",R5R,R0C
1357299,49.8585354,-97.2595549,"515 Laxdal Road A202, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3R
1357799,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1357890,49.8901853,-97.0237473,"1199 Plessis Road, Winnipeg, MB R2J 4A8, Canada",R2J,R2C
1357898,49.8804875,-97.2034002,"1661 Portage Avenue, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1357931,49.8179832,-97.1151398,"1680 Saint Mary's Road #22, Winnipeg, MB R2M 5A4, Canada",R2M,R2N
1357933,49.9046463,-97.1612427,"770 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1358140,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, MB R2M 2T4, Canada",R2M,R3L
1358356,50.0319172,-97.3899793,"81150 Road 3 East, Stonewall, MB R3E 2T1, Canada",R3E,R0H
1358560,49.8515226,-97.1874778,"1622 Mathers Bay West, Winnipeg, MB R3N 0T7, Canada",R3N,R3P
1358600,49.8514774,-97.2003473,"829 Lanark Street, Winnipeg, MB R3M 1M5, Canada",R3M,R3N
1358905,49.89567,-97.21845,"900 Ferry Road, Winnipeg, MB R3H 0Y8, Canada",R3H,R3J
1359109,49.8338191,-97.2332478,"1520 McCreary Road, Winnipeg, MB R3P 0M7, Canada",R3P,R3S
1359142,49.5220634,-96.67406,"530 Wilson Street, Steinbach, MB R3G 0J5, Canada",R3G,R5G
1359148,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1359353,53.183982,-99.2675215,"Generating Station, Grand Rapids, MB R3C 0G8, Canada",R3C,R0C
1359357,49.823981,-97.151558,"1824 Pembina Highway, Winnipeg, MB R3C 0B8, Canada",R3C,R3T
1359370,49.8746729,-97.2578298,"2510 Portage Avenue #112, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1359405,49.9046463,-97.1612427,"770 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1360011,49.902279,-97.2220431,"800 Powerhouse Road, Winnipeg, MB R3C 0N2, Canada",R3C,R3H
1360292,49.8731363,-97.1814346,"181 Oak Street, Winnipeg, MB R3M 3P7, Canada",R3M,R3N
1360414,49.9492644,-97.087477,"35 Valhalla Drive #302, Winnipeg, MB R2X 0A1, Canada",R2X,R2G
1360915,49.8655703,-97.2002343,"467 Beaverbrook Street, Winnipeg, MB R2N 1N2, Canada",R2N,R3N
1360938,49.9371284,-97.1968922,"55 Smithurst Street Unit 20, Winnipeg, MB R3E 2S4, Canada",R3E,R2R
1361009,49.80518,-97.15697,"2393 Pembina Highway, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1361013,49.80518,-97.15697,"2393 Pembina Highway, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1361268,49.880265,-97.271524,"200 Ronald Street #1515, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1361284,49.8746729,-97.2578298,"2510 Portage Avenue #301, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1361769,50.1361522,-97.2957006,"095 East Drive #6, Stonewall, MB R3C 0G8, Canada",R3C,R0C
1361909,49.8954221,-97.1385145,"262 Hamilton B212, Winnipeg, MB R3E 0W8, Canada",R3E,R3B
1362076,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1362100,49.8817363,-97.2070585,"261 Queen Street #103, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1362107,49.8746729,-97.2578298,"2510 Portage Avenue #215, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1362108,49.8746729,-97.2578298,"2510 Portage Avenue #409, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1362186,49.8817363,-97.2070585,"261 Queen Street #405, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1362190,49.8817363,-97.2070585,"261 Queen Street #505, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1362354,49.8875537,-97.1613601,"294 Portage Avenue, Winnipeg, MB R2W 1L3, Canada",R2W,R3G
1362358,49.8109431,-97.1338575,"Armes, 308 Sifton Road, Winnipeg, MB R2W 1L3, Canada",R2W,R3T
1362553,49.8954221,-97.1385145,"7Km N Off Pth, 2Mile  N On Gravel, 224 N 1 Mile Rtur Jackhead - 58, Winnipeg, MB R0C 2P0, Canada",R0C,R3B
1362957,49.8106796,-97.1338181,"30 A Sifton Road, Winnipeg, MB R2W 1L3, Canada",R2W,R3T
1362958,49.8710874,-97.1427732,"332 Nassau Street North, Winnipeg, MB R3L 0R8, Canada",R3L,R3M
1363389,49.8732078,-97.1243647,"60 Monck Avenue, Winnipeg, MB R3E 2K7, Canada",R3E,R2H
1363490,54.9129411,-98.6221109,"63 Lakeside Drive, Wabowden, MB R3E 0M4, Canada",R3E,R0B
1363544,49.8901853,-97.0237473,"1199 Plessis Road, Winnipeg, MB R2J 4A8, Canada",R2J,R2C
1363618,49.6492464,-97.1187798,"1290 Research Station Road No 3B, Glenlea, MB R0G 0S0, Canada",R0G,R5A
1363957,49.8857969,-97.2344579,"2055 Ness Avenue, Winnipeg, MB R3B 1J1, Canada",R3B,R3J
1364214,49.882263,-97.277446,"Grace Hospital, Booth Drive, Winnipeg, MB R3Y 1G4, Canada",R3Y,R3J
1364462,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1364650,49.8103639,-97.1605117,"14 Sandy Lake Place, Winnipeg, MB R3E 2S4, Canada",R3E,R3T
1364756,49.8093942,-97.1344793,"65 Chancellors Circle, Winnipeg, MB R2J 4A8, Canada",R2J,R3T
1364839,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R3P 2N9, Canada",R3P,R3N
1364961,49.85562,-97.28533,"571 Harstone Road, Winnipeg, MB R3X 0G3, Canada",R3X,R3R
1364965,49.8670868,-97.1873635,"375 Queenston Street, Winnipeg, MB R2C 3K1, Canada",R2C,R3N
1365384,49.9059135,-97.0776903,"394 Keenleyside Street #64, Winnipeg, MB R3B 2H8, Canada",R3B,R2K
1365477,49.8746729,-97.2578298,"2510 Portage Avenue #222, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1365764,49.8954221,-97.1385145,"838 Hamilton A215, Winnipeg, MB R3E 0W8, Canada",R3E,R3B
1365769,49.8847646,-97.2804081,"700 Setter Street #401, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1366055,49.8954221,-97.1385145,"1633 Dublin, Winnipeg, MB R2K 1S6, Canada",R2K,R3B
1366077,49.8847613,-97.1406955,"375 Assiniboine Avenue #1007, Winnipeg, MB R3B 2H8, Canada",R3B,R3C
1366101,49.8901853,-97.0237473,"1199 Plessis Road, Winnipeg, MB R2J 4A8, Canada",R2J,R2C
1366195,49.9520746,-97.1094455,"2230 Main Street, Winnipeg, MB R2B 4T8, Canada",R2B,R2V
1366230,49.8847646,-97.2804081,"700 Setter Street #540, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1366319,49.9520746,-97.1094455,"2230 Main Street, Winnipeg, MB R3B 1J1, Canada",R3B,R2V
1366322,49.9000917,-97.1546545,"563 Notre Dame Avenue, Winnipeg, MB R3B 1S5, Canada",R3B,R3A
1366447,49.8934701,-97.3290152,"3975 Portage Avenue, Winnipeg, MB R3K 2E9, Canada",R3K,R2Y
1366450,49.8746729,-97.2578298,"2510 Portage Avenue #215, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1366458,49.9318183,-97.1736223,"1345 Redwood Avenue, Winnipeg, MB R2J 4A8, Canada",R2J,R2X
1366538,49.8804875,-97.2034002,"1661 Portage Avenue, Winnipeg, MB R3J 3T7, Canada",R3J,R3G
1366678,49.8896278,-97.1440715,"185 Carlton Street, Winnipeg, MB R3E 2T1, Canada",R3E,R3C
1366716,49.8993784,-97.1393637,"510 Main Street, Winnipeg, MB R3L 0E3, Canada",R3L,R3B
1366750,49.8686999,-99.933375,"1035 1st Street North, Brandon, MB R0K 0W0, Canada",R0K,R7A
1366783,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, MB R2M 2T4, Canada",R2M,R3L
1366868,49.8637085,-99.968036,"Grand Valley Road, Brandon, MB R7C 1A1, Canada",R7C,R7B
1367078,49.8847646,-97.2804081,"700 Setter Street #1115, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1367163,49.8941158,-97.1432501,"1661 Portage Avenue, Winnipeg, MB R2J 0J9, Canada",R2J,R3B
1367315,49.9051141,-97.0617933,"1600 Ravelston Avenue West, Winnipeg, MB R0E 0C0, Canada",R0E,R3W
1677486,49.8847646,-97.2804081,"700 Setter Street #801, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1677487,49.8847646,-97.2804081,"700 Setter Street #801, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1677491,49.8334101,-97.1153015,"11 Saint Michael Road #209, Winnipeg, MB R3E 0W8, Canada",R3E,R2M
1677502,49.8847196,-97.1412015,"15 Carlton Street #204, Winnipeg, MB R3E 0W8, Canada",R3E,R3C
1680615,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R2J 3V4, Canada",R2J,R3N
1681708,49.9067711,-96.9924528,"359 Dowling Avenue East, Winnipeg, MB R3C 3M4, Canada",R3C,R2C
1685697,49.8746729,-97.2578298,"2510 Portage Avenue #220, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1685701,49.8746729,-97.2578298,"2510 Portage Avenue #401, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1685702,49.8746729,-97.2578298,"2510 Portage Avenue #401, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1687006,49.880265,-97.271524,"234 Ronald Street #1009, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1692251,49.8957518,-97.150743,"400 Kennedy Street Unit 204, Winnipeg, MB R2B 2N1, Canada",R2B,R3B
1695625,49.8847646,-97.2804081,"700 Setter Street #718, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1696084,49.9099347,-97.1380492,"273 Dufferin Avenue #39, Winnipeg, MB R2X 2X8, Canada",R2X,R2W
1697867,49.738981,-97.9144244,"19163 Road 50 North, Culross, MB R3E 2S4, Canada",R3E,R0G
1699088,49.8252133,-99.9642089,"1570 18th Street, Brandon, MB R7A 5C5, Canada",R7A,R7B
1701598,49.8993484,-97.1370698,"555 Main Street, Winnipeg, MB R2J 4A8, Canada",R2J,R3B
1702241,49.8746729,-97.2578298,"2510 Portage Avenue #315, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1703803,49.8895883,-97.1379451,"125 Garry Street, Winnipeg, MB R3R 3P2, Canada",R3R,R3C
1704746,49.8922809,-97.30404,"302 Hamilton Avenue #108, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1705104,49.9419699,-97.1652558,"1377 Fife Street, Winnipeg, MB R3C 0G8, Canada",R3C,R2X
1707277,49.8746729,-97.2578298,"2510 Portage Avenue #714, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1710260,50.0618256,-96.5126859,"Sunrise Sd Board Office, 75 Fifth St, Beausejour, MB R0C 0E0, Canada",R0C,R0E
1710333,49.8252133,-99.9642089,"1570 18th Street, Brandon, MB R7A 5C5, Canada",R7A,R7B
1711266,49.90464,-97.1598,"745 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1712387,49.9134933,-97.1479978,"525 Dufferin Avenue Unit 6  7, Winnipeg, MB R3B 2H8, Canada",R3B,R2W
1718200,49.863066,-97.1387418,"53 Taft Crescent, Winnipeg, MB R3R 2S2, Canada",R3R,R3L
1718797,49.8093942,-97.1344793,"65 Chancellors Circle, Winnipeg, MB R2W 1L3, Canada",R2W,R3T
1721283,49.8746729,-97.2578298,"2510 Portage Avenue #210, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1721290,49.8746729,-97.2578298,"2510 Portage Avenue #322, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1721298,49.8746729,-97.2578298,"2510 Portage Avenue #703, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1722631,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1722685,49.868964,-97.2089162,"205 Doncaster Street #2, Winnipeg, MB R3N 1X7, Canada",R3N,R3P
1725019,49.9229959,-97.2026194,"1942 Alexander Avenue, Winnipeg, MB R3C 1H9, Canada",R3C,R2R
1728009,49.8901853,-97.0237473,"1199 Plessis Road, Winnipeg, MB R2J 4A8, Canada",R2J,R2C
1728126,49.881706,-97.1878059,"518 Telfer Street South, Winnipeg, MB R2C 1J6, Canada",R2C,R3G
1729010,49.9084355,-97.1695596,"1972 William Avenue, Winnipeg, MB R3A 0J9, Canada",R3A,R3E
1729012,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1729030,49.8272558,-97.1154167,"64 Glen Meadow Street #211, Winnipeg, MB R3R 0E5, Canada",R3R,R2M
1730612,49.8634686,-97.1635792,"1016 Fleet Avenue, Winnipeg, MB R2M 1L7, Canada",R2M,R3M
1730686,49.929851,-97.1305778,"345 Inkster Boulevard, Winnipeg, MB R2X 1P6, Canada",R2X,R2W
1730877,49.867718,-99.9732129,"2701 Grand Valley Road, Brandon, MB R7A 5Y3, Canada",R7A,R7C
1731175,49.8732402,-97.1538616,"277 Wellington Crescent, Winnipeg, MB R3L 0M6, Canada",R3L,R3M
1731932,49.9181675,-97.211979,"Rrc Polytech, Notre Dame Avenue Building D, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1732230,49.9043777,-97.1381923,"300 Princess Street, Winnipeg, MB R3B 1M3, Canada",R3B,R3A
1733545,49.842939,-99.9686102,"439 23 Street, Brandon, MB R7B 1V7, Canada",R7B,R7A
1736400,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, MB R2L 0H2, Canada",R2L,R3L
1737280,49.9171656,-97.1955847,"8 Keewatin Street, Winnipeg, MB R3E 3B7, Canada",R3E,R2R
1738140,49.9337909,-97.0734798,"1144 Kingsford Place, Winnipeg, MB R3B 1J1, Canada",R3B,R2G
1739351,49.9195841,-97.1954923,"64 Keewatin Street Westbrook Hotel, Winnipeg, MB R3E 3C4, Canada",R3E,R2R
1739980,49.8847646,-97.2804081,"700 Setter Street #606, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1740765,49.9183004,-97.2119707,"2055 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1741006,49.8954221,-97.1385145,"1493 Dublin, Winnipeg, MB R3C 1L8, Canada",R3C,R3B
1741211,49.8864785,-97.1118281,"439 Des Meurons Street, Winnipeg, MB R3N 1M5, Canada",R3N,R2H
1741296,49.8498643,-97.096422,"61 Clayton Drive, Winnipeg, MB R3G 3J4, Canada",R3G,R2M
1741641,54.8748937,-100.0165844,"100 Lakeshore Drive, Snow Lake, MB R8N 1M3, Canada",R8N,R0B
1741679,49.880265,-97.271524,"200 Ronald Street #1606, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1742918,49.8731363,-97.1814346,"181 Oak Street, Winnipeg, MB R3M 3P7, Canada",R3M,R3N
1743916,49.9330988,-97.1882227,"61 Gilbert Avenue #7, Winnipeg, MB R2K 3B8, Canada",R2K,R2X
1745180,49.7871006,-97.1479191,"83 Leeds Avenue, Winnipeg, MB R2X 1G4, Canada",R2X,R3T
1745182,49.9095925,-97.1371571,"269 Dufferin Avenue, Winnipeg, MB R2X 1G4, Canada",R2X,R2W
1745348,49.8965052,-97.1084483,"472 Dumoulin Street, Winnipeg, MB R2J 0B5, Canada",R2J,R2H
1745413,49.8987952,-97.2237493,"2020 Sargent Avenue, Winnipeg, MB R3H 0Z7, Canada",R3H,R3J
1745584,49.8764649,-97.1784999,"1001 Wellington Crescent, Winnipeg, MB R3M 0A7, Canada",R3M,R3N
1745605,49.8940989,-97.1368915,"303 Main Street, Winnipeg, MB R2G 1C2, Canada",R2G,R3C
1745861,49.9411136,-97.1073456,"86 Newton Avenue, Winnipeg, MB R2X 1G4, Canada",R2X,R2V
1745915,49.9095925,-97.1371571,"269 Dufferin Avenue #201, Winnipeg, MB R3B 2H8, Canada",R3B,R2W
1747208,49.8794998,-97.1577831,"25 Furby Street, Winnipeg, MB R3L 2V7, Canada",R3L,R3C
1747223,49.8964648,-97.1496459,"420 Edmonton Street, Winnipeg, MB R3L 2V7, Canada",R3L,R3B
1747756,49.8964974,-97.1376445,"177 Lombard Avenue #101, Winnipeg, MB R3G 2H2, Canada",R3G,R3B
1748544,49.8624188,-97.1575981,"910 Scotland Avenue, Winnipeg, MB R3C 0G8, Canada",R3C,R3M
1748557,49.8095622,-97.1312644,"15 Chancellors Circle, Winnipeg, MB R5G 1L3, Canada",R5G,R3T
1748686,49.9228428,-97.1519271,"730 Aberdeen Avenue, Winnipeg, MB R2V 3M3, Canada",R2V,R2W
1752478,51.1575197,-100.0386623,"11 Davidson Avenue East, Dauphin, MB R3T 3K7, Canada",R3T,R7N
1753224,49.880265,-97.271524,"200 Ronald Street #121, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1753230,49.8383394,-97.0993783,"294 Beliveau Road B118, Winnipeg, MB R3E 0W8, Canada",R3E,R2M
1754731,49.9083437,-97.1516547,"626 Henry Avenue, Winnipeg, MB R2J 4A8, Canada",R2J,R3A
1755546,49.8978954,-97.1455497,"462 Hargrave Street, Winnipeg, MB R3A 0X5, Canada",R3A,R3B
1761057,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, MB R2M 2T4, Canada",R2M,R3L
1761895,49.8557744,-97.1829084,"757Oak St, Winnipeg, MB R3M 3R2, Canada",R3M,R3N
1761982,49.8882508,-97.102715,"434 Archibald Street, Winnipeg, MB R2J 0X5, Canada",R2J,R2H
1762232,49.846325,-99.891426,"3305 Victoria Avenue East, Brandon, MB R0K 1W0, Canada",R0K,R7A
1762437,49.8957545,-97.1392545,"201 Portage Avenue, Winnipeg, MB R3C 0B9, Canada",R3C,R3B
1764709,49.9009888,-97.1793816,"1073 Wellington Avenue, Winnipeg, MB R3T 2E8, Canada",R3T,R3E
1765004,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R2J 3V4, Canada",R2J,R3N
1766962,49.7684172,-97.160356,"387 Houde Drive, Winnipeg, MB R2X 1G4, Canada",R2X,R3V
1767512,49.9183004,-97.2119707,"2055 Notre Dame Avenue, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1768874,49.720713,-97.1751929,"4403 Waverley Road, Howden, MB R0G 0A1, Canada",R0G,R5A
1770025,49.8673127,-97.2000843,"401 Beaverbrook Street, Winnipeg, MB R3H 0G9, Canada",R3H,R3N
1770187,49.9179212,-97.1868529,"1482 Alexander Avenue, Winnipeg, MB R3J 1T9, Canada",R3J,R3E
1770774,49.9393771,-96.8474367,"841 Cedar Avenue, Oakbank, MB R0C 1J1, Canada",R0C,R0E
1772329,49.8344479,-97.1142448,"1106 Saint Mary's Road #401, Winnipeg, MB R2Y 0L5, Canada",R2Y,R2M
1772748,49.8924263,-97.14042,"266 Graham Avenue, Winnipeg, MB R2X 2S6, Canada",R2X,R3C
1773426,49.7740559,-97.6155514,"34 3 Street, Starbuck, MB R2W 2J4, Canada",R2W,R0G
1773675,49.8580844,-97.0479371,"1333 Niakwa Road East, Winnipeg, MB R1A 3M4, Canada",R1A,R2J
1774379,49.8248489,-97.180009,"1455 Waverley Street Unit 4, Winnipeg, MB R3T 0P7, Canada",R3T,R3Y
1775969,49.846325,-99.891426,"3305 Victoria Avenue East, Brandon, MB R0K 1W0, Canada",R0K,R7A
1776288,49.9173974,-97.2101883,"2055 Notre Dame Avenue, Winnipeg, MB R3H 0J8, Canada",R3H,R2R
1776295,49.9030486,-97.1563423,"825 Sherbrook Street, Winnipeg, Bc R2X 0J5, Canada",R2X,R3A
1776873,49.8847646,-97.2804081,"700 Setter Street #1018, Winnipeg, MB R3E 0W8, Canada",R3E,R2Y
1778715,49.9289331,-97.1306629,"600 Salter Street, Winnipeg, MB R4A 6A3, Canada",R4A,R2W
1778815,50.223126,-95.558565,"Slave Falls, Gs R3C 0G8, Canada",R3C,R0E
1778965,49.4754953,-96.872874,"216 Road Driveway 32010, Kleefeld, MB R2N 0G1, Canada",R2N,R0A
1778989,49.880265,-97.271524,"200 Ronald Street #810, Winnipeg, MB R2Y 0L5, Canada",R2Y,R3J
1778998,49.7633702,-97.1462303,"870 Sainte Therese Avenue, St. Norbert, MB R3T 1H8, Canada",R3T,R3V
1782410,49.8785925,-97.2726993,"2727 Portage Avenue, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1782629,49.8264942,-97.150717,"1750 Pembina Highway #914, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1782633,49.8264942,-97.150717,"1750 Pembina Highway #1021, Winnipeg, MB R3E 0W8, Canada",R3E,R3T
1782713,49.8787254,-97.152558,"246 Roslyn Road, Winnipeg, Bc R2M 2T4, Canada",R2M,R3L
1783064,49.1035101,-97.5586602,"120 9Th St Nw, Altona, MB R3E 2S5, Canada",R3E,R0G
1783093,49.8870029,-97.2679876,"2665 Ness Avenue, Winnipeg, MB R3A 1A5, Canada",R3A,R3J
1784595,49.8975419,-97.1801818,"999 Sargent Avenue, Winnipeg, MB R3E 3K6, Canada",R3E,R3G
1785268,49.8746729,-97.2578298,"2510 Portage Avenue #714, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1785286,49.8307,-99.9891899,"3505 Willowdale Crescent, Brandon, MB R2B 3C5, Canada",R2B,R7B
1785882,49.8720602,-97.1670196,"105 Harrow Street, Winnipeg, MB R2M 0J7, Canada",R2M,R3M
1787513,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R2J 3V4, Canada",R2J,R3N
1787529,49.9367227,-97.2053478,"2221 King Edward Street, Winnipeg, MB R5R 0E6, Canada",R5R,R2R
1788405,49.8746729,-97.2578298,"2510 Portage Avenue #215, Winnipeg, MB R3E 0W8, Canada",R3E,R3J
1789560,49.8957545,-97.1392545,"201 Portage Avenue, Winnipeg, MB R3G 2T9, Canada",R3G,R3B
1790947,49.8440001,-99.9678978,"360 22nd Street, Brandon, MB R7B 1R8, Canada",R7B,R7A
1791136,49.8840152,-97.0925671,"380 Dupuy Avenue, Winnipeg, MB R3T 3E5, Canada",R3T,R2J
1791658,49.8796961,-97.0986982,"583 Tremblay Street, Winnipeg, MB R2J 0N7, Canada",R2J,R2H
1791702,49.8564983,-97.0584857,"67 Penfold Crescent, Winnipeg, MB R2W 1N2, Canada",R2W,R2J
1792451,49.8837263,-97.1109057,"362 Des Meurons Street, Winnipeg, MB R3E 2K7, Canada",R3E,R2H
